ObjectID,GlobalID,plantID,phenology,survival,lengthInCm,notes,date,plantID_db,ParentGlobalID,CreationDate,Creator,EditDate,Editor,Plant Position In Row
47,2865aa57-1363-4155-b0c4-539c3d718c73,42,0,1,,,6/26/2024 6:00:00 PM,1177,1697eef7-ac8f-43e6-a034-3473e7d57191,6/26/2024 10:22:43 PM,agoebl,6/26/2024 10:22:43 PM,agoebl,12
48,b59dba77-2884-4c4f-bca5-d719b1bc3dc8,43,0,1,,,6/26/2024 6:00:00 PM,1178,1697eef7-ac8f-43e6-a034-3473e7d57191,6/26/2024 10:22:43 PM,agoebl,6/26/2024 10:22:43 PM,agoebl,13
49,d0c2538e-7838-4042-8980-a57425e6f1b3,44,0,1,,,6/26/2024 6:00:00 PM,1179,1697eef7-ac8f-43e6-a034-3473e7d57191,6/26/2024 10:22:43 PM,agoebl,6/26/2024 10:22:43 PM,agoebl,14
50,f977919f-20ff-459a-889f-8f116c98574e,45,0,1,,,6/26/2024 6:00:00 PM,1180,1697eef7-ac8f-43e6-a034-3473e7d57191,6/26/2024 10:22:43 PM,agoebl,6/26/2024 10:22:43 PM,agoebl,15
51,faa02de1-2e44-4faf-92e8-a0c17d8e9230,46,0,1,,,6/26/2024 6:00:00 PM,1181,1697eef7-ac8f-43e6-a034-3473e7d57191,6/26/2024 10:22:43 PM,agoebl,6/26/2024 10:22:43 PM,agoebl,16
52,9131980b-d4bf-4c2c-bf51-1854d06b2afa,47,1,1,,,6/26/2024 6:00:00 PM,1182,1697eef7-ac8f-43e6-a034-3473e7d57191,6/26/2024 10:22:43 PM,agoebl,6/26/2024 10:22:43 PM,agoebl,17
53,0e829ca5-ec16-4590-95c9-1feabcd83487,48,1,1,,,6/26/2024 6:00:00 PM,1183,1697eef7-ac8f-43e6-a034-3473e7d57191,6/26/2024 10:22:43 PM,agoebl,6/26/2024 10:22:43 PM,agoebl,18
54,a60dde77-447c-4681-b42e-31f48596a943,49,,0,,Dead but present,6/26/2024 6:00:00 PM,1184,1697eef7-ac8f-43e6-a034-3473e7d57191,6/26/2024 10:22:43 PM,agoebl,6/26/2024 10:22:43 PM,agoebl,19
55,054e6ce0-6fb5-44f3-8e96-471da7cae385,50,0,1,,,6/26/2024 6:00:00 PM,1185,1697eef7-ac8f-43e6-a034-3473e7d57191,6/26/2024 10:22:43 PM,agoebl,6/26/2024 10:22:43 PM,agoebl,20
56,1bf91f4b-8340-4de4-b53c-1b1fc9138275,51,0,1,,,6/26/2024 6:00:00 PM,1186,1697eef7-ac8f-43e6-a034-3473e7d57191,6/26/2024 10:22:43 PM,agoebl,6/26/2024 10:22:43 PM,agoebl,21
57,01ddf523-b58d-4486-87e2-2eedb6b58bc9,52,0,1,,,6/26/2024 6:00:00 PM,1187,1697eef7-ac8f-43e6-a034-3473e7d57191,6/26/2024 10:22:43 PM,agoebl,6/26/2024 10:22:43 PM,agoebl,22
58,19287803-f1de-480b-a5a5-f221edcb01d8,53,0,1,,,6/26/2024 6:00:00 PM,1188,1697eef7-ac8f-43e6-a034-3473e7d57191,6/26/2024 10:22:43 PM,agoebl,6/26/2024 10:22:43 PM,agoebl,23
59,dd6a236d-f765-40a6-a657-81b165923450,54,0,1,,,6/26/2024 6:00:00 PM,1189,1697eef7-ac8f-43e6-a034-3473e7d57191,6/26/2024 10:22:43 PM,agoebl,6/26/2024 10:22:43 PM,agoebl,24
60,9e82648e-f37b-4f93-a6d0-4c07f1c61075,55,0,1,,,6/26/2024 6:00:00 PM,1190,1697eef7-ac8f-43e6-a034-3473e7d57191,6/26/2024 10:22:43 PM,agoebl,6/26/2024 10:22:43 PM,agoebl,25
61,25b4695a-d10b-4ec1-9733-b6c54dbc4f48,56,0,1,,,6/26/2024 6:00:00 PM,1191,1697eef7-ac8f-43e6-a034-3473e7d57191,6/26/2024 10:22:43 PM,agoebl,6/26/2024 10:22:43 PM,agoebl,26
62,795dd4d5-6afe-48f6-bdce-1e62e6f85452,57,,0,,,6/26/2024 6:00:00 PM,1192,1697eef7-ac8f-43e6-a034-3473e7d57191,6/26/2024 10:22:43 PM,agoebl,6/26/2024 10:22:43 PM,agoebl,27
63,1e4194d3-9137-4249-a8c9-6191787cdd1f,58,,0,,,6/26/2024 6:00:00 PM,1193,1697eef7-ac8f-43e6-a034-3473e7d57191,6/26/2024 10:22:43 PM,agoebl,6/26/2024 10:22:43 PM,agoebl,28
64,8fc0741d-971d-4eb7-8366-84cc71ebc31b,59,1,1,,,6/26/2024 6:00:00 PM,1194,1697eef7-ac8f-43e6-a034-3473e7d57191,6/26/2024 10:22:43 PM,agoebl,6/26/2024 10:22:43 PM,agoebl,29
65,ce67c51a-8a36-477b-ab89-43be31e40915,60,,0,,,6/26/2024 6:00:00 PM,1195,1697eef7-ac8f-43e6-a034-3473e7d57191,6/26/2024 10:22:43 PM,agoebl,6/26/2024 10:22:43 PM,agoebl,30
66,1f6dc9fb-eedf-44b9-a347-703fc19a9614,61,0,1,,,6/26/2024 6:00:00 PM,1196,fbf942d3-a3f9-4097-af8a-d600e4bff132,6/26/2024 10:22:44 PM,agoebl,6/26/2024 10:22:44 PM,agoebl,1
67,867a4812-f304-442e-8e8a-d1c4e52db062,62,0,1,,,6/26/2024 6:00:00 PM,1197,fbf942d3-a3f9-4097-af8a-d600e4bff132,6/26/2024 10:22:44 PM,agoebl,6/26/2024 10:22:44 PM,agoebl,2
68,a9472fe6-f97c-4228-acbb-fe364bd67bec,62,0,1,,,6/26/2024 6:00:00 PM,1197,fbf942d3-a3f9-4097-af8a-d600e4bff132,6/26/2024 10:22:44 PM,agoebl,6/26/2024 10:22:44 PM,agoebl,2
69,3d559a9b-3db6-4ef1-932f-952a11fb5476,64,,0,,,6/26/2024 6:00:00 PM,1199,fbf942d3-a3f9-4097-af8a-d600e4bff132,6/26/2024 10:22:44 PM,agoebl,6/26/2024 10:22:44 PM,agoebl,4
70,a8e0de5d-7509-4a06-a728-7b345e5ad841,65,1,1,,,6/26/2024 6:00:00 PM,1200,fbf942d3-a3f9-4097-af8a-d600e4bff132,6/26/2024 10:22:44 PM,agoebl,6/26/2024 10:22:44 PM,agoebl,5
71,a641ac52-cef6-4d61-bcae-26d133a6fbd5,66,0,1,,,6/26/2024 6:00:00 PM,1201,fbf942d3-a3f9-4097-af8a-d600e4bff132,6/26/2024 10:22:44 PM,agoebl,6/26/2024 10:22:44 PM,agoebl,6
72,4aa33c89-e855-459c-ae72-09026ff28c9e,67,0,1,,,6/26/2024 6:00:00 PM,1202,fbf942d3-a3f9-4097-af8a-d600e4bff132,6/26/2024 10:22:44 PM,agoebl,6/26/2024 10:22:44 PM,agoebl,7
73,bd6ed50d-4b07-47f6-937a-c3584390045a,68,1,1,,,6/26/2024 6:00:00 PM,1203,fbf942d3-a3f9-4097-af8a-d600e4bff132,6/26/2024 10:22:44 PM,agoebl,6/26/2024 10:22:44 PM,agoebl,8
74,f347e630-f35a-4a29-a9cd-f4942a5d4347,69,0,1,,,6/26/2024 6:00:00 PM,1204,fbf942d3-a3f9-4097-af8a-d600e4bff132,6/26/2024 10:22:44 PM,agoebl,6/26/2024 10:22:44 PM,agoebl,9
75,5ea300b2-74b3-4838-9e8f-59a499e2d6d2,70,0,1,,,6/26/2024 6:00:00 PM,1205,fbf942d3-a3f9-4097-af8a-d600e4bff132,6/26/2024 10:22:44 PM,agoebl,6/26/2024 10:22:44 PM,agoebl,10
76,c8ff0ee5-dedd-4394-a2b5-bbcc3946be34,71,0,1,,,6/26/2024 6:00:00 PM,1206,fbf942d3-a3f9-4097-af8a-d600e4bff132,6/26/2024 10:22:44 PM,agoebl,6/26/2024 10:22:44 PM,agoebl,11
77,811e2ffd-9b7c-421a-b3d4-eda8deb7fea3,72,0,1,,,6/26/2024 6:00:00 PM,1207,fbf942d3-a3f9-4097-af8a-d600e4bff132,6/26/2024 10:22:44 PM,agoebl,6/26/2024 10:22:44 PM,agoebl,12
78,67acbb07-28b8-42e2-b8bc-19959da97ee7,73,0,1,,,6/26/2024 6:00:00 PM,1208,fbf942d3-a3f9-4097-af8a-d600e4bff132,6/26/2024 10:22:44 PM,agoebl,6/26/2024 10:22:44 PM,agoebl,13
79,76bce17e-ac15-439f-bdee-ead02c54f54e,74,0,1,,Partiall dry,6/26/2024 6:00:00 PM,1209,fbf942d3-a3f9-4097-af8a-d600e4bff132,6/26/2024 10:22:44 PM,agoebl,6/26/2024 10:22:44 PM,agoebl,14
80,76be6599-1b69-480d-a95e-fd094104f4e9,75,0,1,,,6/26/2024 6:00:00 PM,1210,fbf942d3-a3f9-4097-af8a-d600e4bff132,6/26/2024 10:22:44 PM,agoebl,6/26/2024 10:22:44 PM,agoebl,15
81,1fb4a592-ad61-47c5-ae94-74d9c4b3ec7a,76,0,1,,,6/26/2024 6:00:00 PM,1211,fbf942d3-a3f9-4097-af8a-d600e4bff132,6/26/2024 10:22:44 PM,agoebl,6/26/2024 10:22:44 PM,agoebl,16
82,e936c98c-b09a-47a4-aa3e-cd05b3c0df89,77,0,1,,,6/26/2024 6:00:00 PM,1212,fbf942d3-a3f9-4097-af8a-d600e4bff132,6/26/2024 10:22:44 PM,agoebl,6/26/2024 10:22:44 PM,agoebl,17
83,e51327b2-e977-48a9-8a73-5c3de58c876e,78,0,1,,,6/26/2024 6:00:00 PM,1213,fbf942d3-a3f9-4097-af8a-d600e4bff132,6/26/2024 10:22:44 PM,agoebl,6/26/2024 10:22:44 PM,agoebl,18
84,e64efa05-ce27-4f9c-a551-23517b554f51,79,0,1,,,6/26/2024 6:00:00 PM,1214,fbf942d3-a3f9-4097-af8a-d600e4bff132,6/26/2024 10:22:44 PM,agoebl,6/26/2024 10:22:44 PM,agoebl,19
85,315f8c88-cf9a-4c95-8794-313dd6a16b2d,80,0,1,,,6/26/2024 6:00:00 PM,1215,fbf942d3-a3f9-4097-af8a-d600e4bff132,6/26/2024 10:22:44 PM,agoebl,6/26/2024 10:22:44 PM,agoebl,20
86,bfeca889-a7d4-439d-a5e6-0bc55254aaa2,81,0,1,,,6/26/2024 6:00:00 PM,1216,fbf942d3-a3f9-4097-af8a-d600e4bff132,6/26/2024 10:22:44 PM,agoebl,6/26/2024 10:22:44 PM,agoebl,21
87,7231b60c-7177-41b0-903a-64fb73815829,82,0,1,,,6/26/2024 6:00:00 PM,1217,fbf942d3-a3f9-4097-af8a-d600e4bff132,6/26/2024 10:22:44 PM,agoebl,6/26/2024 10:22:44 PM,agoebl,22
88,7d6e64bf-709f-4778-a5fe-93aeb1dde33c,83,0,1,,Drying,6/26/2024 6:00:00 PM,1218,fbf942d3-a3f9-4097-af8a-d600e4bff132,6/26/2024 10:22:44 PM,agoebl,6/26/2024 10:22:44 PM,agoebl,23
89,85d9e28d-0ed5-42e7-8960-3d83a141f3e2,84,1,1,,,6/26/2024 6:00:00 PM,1219,fbf942d3-a3f9-4097-af8a-d600e4bff132,6/26/2024 10:22:44 PM,agoebl,6/26/2024 10:22:44 PM,agoebl,24
90,4af38d9a-2cc1-40f4-8346-88ea53bd84ec,85,1,1,,,6/26/2024 6:00:00 PM,1220,fbf942d3-a3f9-4097-af8a-d600e4bff132,6/26/2024 10:22:44 PM,agoebl,6/26/2024 10:22:44 PM,agoebl,25
91,b8e6f493-34d2-418f-815f-d4f0ac99c2e1,86,0,1,,,6/26/2024 6:00:00 PM,1221,fbf942d3-a3f9-4097-af8a-d600e4bff132,6/26/2024 10:22:44 PM,agoebl,6/26/2024 10:22:44 PM,agoebl,26
92,e01f45fd-02e5-447e-aba8-7ac80165d28e,87,0,1,,,6/26/2024 6:00:00 PM,1222,fbf942d3-a3f9-4097-af8a-d600e4bff132,6/26/2024 10:22:44 PM,agoebl,6/26/2024 10:22:44 PM,agoebl,27
93,3349dc73-9e4a-43c4-a05c-eaccfb1dd86a,88,0,1,,,6/26/2024 6:00:00 PM,1223,fbf942d3-a3f9-4097-af8a-d600e4bff132,6/26/2024 10:22:44 PM,agoebl,6/26/2024 10:22:44 PM,agoebl,28
94,e570d5ba-47b1-425b-b4f3-531917af0658,89,0,1,,,6/26/2024 6:00:00 PM,1224,fbf942d3-a3f9-4097-af8a-d600e4bff132,6/26/2024 10:22:44 PM,agoebl,6/26/2024 10:22:44 PM,agoebl,29
95,7b77d0f5-c0c2-48f6-b451-ce90d756a33f,90,,0,,,6/26/2024 6:00:00 PM,1225,fbf942d3-a3f9-4097-af8a-d600e4bff132,6/26/2024 10:22:44 PM,agoebl,6/26/2024 10:22:44 PM,agoebl,30
96,8ae8797e-4c96-4c86-86ac-57c1267d4042,91,0,1,,,6/26/2024 6:00:00 PM,1226,8b9ffa9f-82cc-41b7-a013-2bdc2d516a32,6/26/2024 10:22:45 PM,agoebl,6/26/2024 10:22:45 PM,agoebl,1
97,26b94e4d-5cf9-4c27-b2cc-3751d17da5c7,92,,0,,,6/26/2024 6:00:00 PM,1227,8b9ffa9f-82cc-41b7-a013-2bdc2d516a32,6/26/2024 10:22:45 PM,agoebl,6/26/2024 10:22:45 PM,agoebl,2
98,b6e94a82-13cb-4523-9161-18c0c9237fa7,93,0,1,,,6/26/2024 6:00:00 PM,1228,8b9ffa9f-82cc-41b7-a013-2bdc2d516a32,6/26/2024 10:22:45 PM,agoebl,6/26/2024 10:22:45 PM,agoebl,3
99,b64cbbb8-f99c-4612-ba13-adbb14580e6b,94,0,1,,,6/26/2024 6:00:00 PM,1229,8b9ffa9f-82cc-41b7-a013-2bdc2d516a32,6/26/2024 10:22:45 PM,agoebl,6/26/2024 10:22:45 PM,agoebl,4
100,2030c571-f6d7-4f8f-9223-8cd1eccfce46,95,0,1,,,6/26/2024 6:00:00 PM,1230,8b9ffa9f-82cc-41b7-a013-2bdc2d516a32,6/26/2024 10:22:45 PM,agoebl,6/26/2024 10:22:45 PM,agoebl,5
101,bb74d96d-405b-42b2-ac8d-a05904c9392a,96,0,1,,,6/26/2024 6:00:00 PM,1231,8b9ffa9f-82cc-41b7-a013-2bdc2d516a32,6/26/2024 10:22:45 PM,agoebl,6/26/2024 10:22:45 PM,agoebl,6
102,bb43c86c-bced-4d19-91fb-9d25b32fa2dd,97,0,1,,,6/26/2024 6:00:00 PM,1232,8b9ffa9f-82cc-41b7-a013-2bdc2d516a32,6/26/2024 10:22:45 PM,agoebl,6/26/2024 10:22:45 PM,agoebl,7
103,ae2c2aa1-c884-4302-bcac-ab7610626916,98,0,1,,,6/26/2024 6:00:00 PM,1233,8b9ffa9f-82cc-41b7-a013-2bdc2d516a32,6/26/2024 10:22:45 PM,agoebl,6/26/2024 10:22:45 PM,agoebl,8
104,a0d72d80-5b50-4b40-bc8e-bc0687877cad,99,0,1,,,6/26/2024 6:00:00 PM,1234,8b9ffa9f-82cc-41b7-a013-2bdc2d516a32,6/26/2024 10:22:45 PM,agoebl,6/26/2024 10:22:45 PM,agoebl,9
105,663a8c6f-7a48-4e76-b50c-715b787db7aa,100,0,1,,,6/26/2024 6:00:00 PM,1235,8b9ffa9f-82cc-41b7-a013-2bdc2d516a32,6/26/2024 10:22:45 PM,agoebl,6/26/2024 10:22:45 PM,agoebl,10
106,fb42e177-1d92-4cdf-93d9-98a82c24ef57,101,0,1,,,6/26/2024 6:00:00 PM,1236,8b9ffa9f-82cc-41b7-a013-2bdc2d516a32,6/26/2024 10:22:45 PM,agoebl,6/26/2024 10:22:45 PM,agoebl,11
107,692d55bf-0e2a-4340-aa94-7e46c37d6ccc,102,1,1,,,6/26/2024 6:00:00 PM,1237,8b9ffa9f-82cc-41b7-a013-2bdc2d516a32,6/26/2024 10:22:45 PM,agoebl,6/26/2024 10:22:45 PM,agoebl,12
108,90636c30-dc57-4d08-a2cf-342b6a082c3b,103,0,1,,,6/26/2024 6:00:00 PM,1238,8b9ffa9f-82cc-41b7-a013-2bdc2d516a32,6/26/2024 10:22:45 PM,agoebl,6/26/2024 10:22:45 PM,agoebl,13
109,a9006629-2a32-424b-b90e-cc446014a56e,104,,0,,,6/26/2024 6:00:00 PM,1239,8b9ffa9f-82cc-41b7-a013-2bdc2d516a32,6/26/2024 10:22:45 PM,agoebl,6/26/2024 10:22:45 PM,agoebl,14
110,a9da9052-ee8d-44ed-8b4f-810cfc98ebd7,105,0,1,,,6/26/2024 6:00:00 PM,1240,8b9ffa9f-82cc-41b7-a013-2bdc2d516a32,6/26/2024 10:22:45 PM,agoebl,6/26/2024 10:22:45 PM,agoebl,15
111,75efe429-1455-44e1-8ddc-14fe6aca1905,106,0,1,,,6/26/2024 6:00:00 PM,1241,8b9ffa9f-82cc-41b7-a013-2bdc2d516a32,6/26/2024 10:22:45 PM,agoebl,6/26/2024 10:22:45 PM,agoebl,16
112,c84e457e-fb7c-4ef7-8892-d2e6527c7c90,107,1,1,,,6/26/2024 6:00:00 PM,1242,8b9ffa9f-82cc-41b7-a013-2bdc2d516a32,6/26/2024 10:22:45 PM,agoebl,6/26/2024 10:22:45 PM,agoebl,17
113,fd91b7a7-d8d8-407a-901d-379b233afdc0,108,0,1,,,6/26/2024 6:00:00 PM,1243,8b9ffa9f-82cc-41b7-a013-2bdc2d516a32,6/26/2024 10:22:45 PM,agoebl,6/26/2024 10:22:45 PM,agoebl,18
114,2cd70eb2-a5c9-47ba-9ce2-14e6bb6fd82b,109,0,1,,,6/26/2024 6:00:00 PM,1244,8b9ffa9f-82cc-41b7-a013-2bdc2d516a32,6/26/2024 10:22:45 PM,agoebl,6/26/2024 10:22:45 PM,agoebl,19
